timestamp,content,category,processed_content
2024-08-30 05:14:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 08:45:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 03:24:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 03:40:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 06:29:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 08:06:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-29 20:12:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 06:34:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-29 22:33:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 07:08:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-29 20:12:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 00:19:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 03:51:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 04:25:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 03:04:48.118183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 03:01:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 05:54:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 22:00:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-29 22:00:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 07:00:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 10:20:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 07:10:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 03:39:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 04:34:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 08:32:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 10:35:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 01:12:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 10:41:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-29 20:11:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 22:52:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 11:48:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 12:03:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-29 23:02:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 01:49:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 10:06:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-29 21:35:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 08:50:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-29 21:02:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 07:34:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 08:01:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 04:05:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 04:59:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 07:26:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 04:38:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 10:47:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 09:48:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 12:31:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 00:23:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 08:16:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-29 20:01:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 20:32:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 02:02:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 02:32:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 11:08:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 23:28:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 00:49:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 01:02:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 07:43:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-29 22:14:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 10:10:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 08:29:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 08:55:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-29 22:15:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 12:25:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-29 20:52:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 05:33:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-29 21:32:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 03:05:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 04:42:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 03:53:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 09:15:48.118183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 09:53:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 08:31:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 22:27:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 04:31:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-29 20:00:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 11:18:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 06:42:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 04:35:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-29 22:28:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 20:08:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 12:25:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-29 21:06:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 10:24:48.118183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 08:24:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 07:43:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-29 20:13:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 02:22:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 08:42:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 23:06:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-29 21:09:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 03:54:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 07:03:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-29 22:48:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 03:19:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 21:39:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 12:10:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 07:01:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 02:00:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 02:19:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 03:07:48.118183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 03:25:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 07:57:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 01:17:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 05:54:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 10:20:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 04:12:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-29 23:37:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 11:09:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 00:31:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 08:33:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-29 19:55:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-29 23:27:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 04:01:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 07:14:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 09:37:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 00:08:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 11:14:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 01:27:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 00:30:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 00:05:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 01:22:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 09:59:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 10:29:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 06:23:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 21:22:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 22:10:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 09:29:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 08:59:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 23:55:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 09:39:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 08:20:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 03:12:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 09:41:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 07:21:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-29 20:12:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 01:50:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-29 23:27:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 09:53:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-29 23:54:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 08:53:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 04:54:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 21:56:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-29 21:24:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 05:52:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 01:30:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-29 21:10:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 01:37:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 02:42:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 10:51:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 06:48:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 21:37:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 00:43:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 07:03:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 22:03:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 07:09:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 08:30:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 21:29:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 10:15:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-29 22:03:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 10:26:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 05:23:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 00:42:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 06:31:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 05:46:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 10:12:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 04:10:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 06:01:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 12:19:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-29 19:56:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 04:26:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-29 20:19:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 01:11:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 00:42:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 06:13:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 03:16:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 02:42:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:00:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 08:58:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 10:19:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 03:23:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 09:49:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-29 23:41:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 02:45:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 07:29:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-29 20:50:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 11:31:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 05:31:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 07:11:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 02:35:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 03:31:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 20:03:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 08:24:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 01:28:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 02:23:48.118183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 08:24:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 01:27:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 00:01:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 20:40:48.118183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 04:50:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 21:19:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 06:21:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 09:16:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 03:54:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 08:56:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 03:13:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 04:06:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 02:53:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 12:16:48.118183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 01:17:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 09:16:48.118183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 01:21:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 09:23:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 11:09:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-29 21:49:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 05:19:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 01:34:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 04:48:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 23:03:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-29 21:34:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 01:40:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 21:47:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 10:03:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 01:00:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-29 21:32:48.118183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 02:15:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 08:02:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 01:28:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 21:23:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 19:59:48.118183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 04:11:48.118183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 03:01:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 01:16:48.118183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-29 23:31:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 02:49:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 04:01:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 06:53:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 08:12:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 23:12:48.118183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 10:56:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 01:06:48.118183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 05:53:48.118183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-29 23:59:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 21:03:48.118183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 04:00:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 07:29:48.118183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 10:16:48.118183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 01:33:48.118183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
